log	filename	manifest	status	throughput
s3_transfer_10006226_182.log	HG01252.m64330e_220414_054422.dc.q20.fastq.gz	./manifest_10006226_182.csv	0	17.6MiB/s
s3_transfer_10006226_183.log	HG01252.m64334e_220419_183840.dc.q20.fastq.gz	./manifest_10006226_183.csv	0	31.4MiB/s
s3_transfer_10006226_184.log	HG03195.m64043_220726_203720.dc.q20.fastq.gz	./manifest_10006226_184.csv	0	26.6MiB/s
s3_transfer_10006226_185.log	HG03195.m64136_220617_195203.dc.q20.fastq.gz	./manifest_10006226_185.csv	0	21.9MiB/s
s3_transfer_10006226_186.log	HG03195.m64136_220619_164654.dc.q20.fastq.gz	./manifest_10006226_186.csv	0	4.7MiB/s
s3_transfer_10006226_187.log	HG03195.m64136_220621_134558.dc.q20.fastq.gz	./manifest_10006226_187.csv	0	5.7MiB/s
s3_transfer_10006226_188.log	NA20805.m64136_220726_203708.dc.q20.fastq.gz	./manifest_10006226_188.csv	0	20.9MiB/s
s3_transfer_10006226_189.log	NA20805.m64136_220728_160902.dc.q20.fastq.gz	./manifest_10006226_189.csv	0	18.8MiB/s
s3_transfer_10006226_18.log	HG01940.m64334e_220424_021126.dc.q20.fastq.gz	./manifest_10006226_18.csv	0	31.2MiB/s
s3_transfer_10006226_190.log	NA20805.m64136_220730_113921.dc.q20.fastq.gz	./manifest_10006226_190.csv	0	29.6MiB/s
s3_transfer_10006226_191.log	HG03834.m64043_220107_191226.dc.q20.fastq.gz	./manifest_10006226_191.csv	0	37.5MiB/s
s3_transfer_10006226_192.log	HG03834.m64043_220109_060731.dc.q20.fastq.gz	./manifest_10006226_192.csv	0	40.0MiB/s
s3_transfer_10006226_193.log	HG03834.m64043_220110_170603.dc.q20.fastq.gz	./manifest_10006226_193.csv	0	36.0MiB/s
s3_transfer_10006226_194.log	HG03471.m64043_200606_175618.dc.q20.fastq.gz	./manifest_10006226_194.csv	0	40.7MiB/s
s3_transfer_10006226_195.log	HG03471.m64043_200608_185843.dc.q20.fastq.gz	./manifest_10006226_195.csv	0	34.3MiB/s
s3_transfer_10006226_196.log	HG03471.m64043_200610_011156.dc.q20.fastq.gz	./manifest_10006226_196.csv	0	20.9MiB/s
s3_transfer_10006226_197.log	HG03471.m64043_200611_073649.dc.q20.fastq.gz	./manifest_10006226_197.csv	0	36.6MiB/s
s3_transfer_10006226_198.log	HG00738.m64043_210530_003337.dc.q20.fastq.gz	./manifest_10006226_198.csv	1	45.9MiB/s
s3_transfer_10006226_199.log	HG00738.m64043_210531_080529.dc.q20.fastq.gz	./manifest_10006226_199.csv	0	41.6MiB/s
s3_transfer_10006226_19.log	HG01940.m64334e_220426_185110.dc.q20.fastq.gz	./manifest_10006226_19.csv	0	33.4MiB/s
s3_transfer_10006226_1.log	HG03710.m64043_210514_184131.dc.q20.fastq.gz	./manifest_10006226_1.csv	0	15.1MiB/s
s3_transfer_10006226_200.log	HG00738.m64043_210601_160048.dc.q20.fastq.gz	./manifest_10006226_200.csv	0	36.5MiB/s
s3_transfer_10006226_201.log	HG00738.m64136_210602_151340.dc.q20.fastq.gz	./manifest_10006226_201.csv	0	22.2MiB/s
s3_transfer_10006226_202.log	HG01346.m54329U_210624_221223.dc.q20.fastq.gz	./manifest_10006226_202.csv	0	21.0MiB/s
s3_transfer_10006226_203.log	HG01346.m64076_210526_105450.dc.q20.fastq.gz	./manifest_10006226_203.csv	0	39.2MiB/s
s3_transfer_10006226_204.log	HG01346.m54329U_210629_024631.dc.q20.fastq.gz	./manifest_10006226_204.csv	0	41.5MiB/s
s3_transfer_10006226_205.log	HG01346.m64076_210621_234241.dc.q20.fastq.gz	./manifest_10006226_205.csv	0	44.5MiB/s
s3_transfer_10006226_206.log	HG00558.m54329U_220107_233847.dc.q20.fastq.gz	./manifest_10006226_206.csv	0	14.0MiB/s
s3_transfer_10006226_207.log	HG00558.m54329U_220114_143904.dc.q20.fastq.gz	./manifest_10006226_207.csv	0	36.5MiB/s
s3_transfer_10006226_208.log	HG00558.m54329U_220116_013607.dc.q20.fastq.gz	./manifest_10006226_208.csv	0	43.0MiB/s
s3_transfer_10006226_209.log	HG00558.m64076_220216_013707.dc.q20.fastq.gz	./manifest_10006226_209.csv	0	14.2MiB/s
s3_transfer_10006226_20.log	HG02886.m64043_200410_214826.dc.q20.fastq.gz	./manifest_10006226_20.csv	0	19.9MiB/s
s3_transfer_10006226_210.log	HG01960.m54306Ue_220409_033640.dc.q20.fastq.gz	./manifest_10006226_210.csv	0	39.5MiB/s
s3_transfer_10006226_211.log	HG01960.m54306Ue_220410_130603.dc.q20.fastq.gz	./manifest_10006226_211.csv	0	15.0MiB/s
s3_transfer_10006226_212.log	HG01960.m64330e_220401_181429.dc.q20.fastq.gz	./manifest_10006226_212.csv	0	15.0MiB/s
s3_transfer_10006226_213.log	HG01960.m64330e_220412_185021.dc.q20.fastq.gz	./manifest_10006226_213.csv	0	40.0MiB/s
s3_transfer_10006226_214.log	NA20905.m64076_220914_214248.dc.q20.fastq.gz	./manifest_10006226_214.csv	0	30.8MiB/s
s3_transfer_10006226_215.log	NA20905.m64076_220916_183810.dc.q20.fastq.gz	./manifest_10006226_215.csv	0	34.1MiB/s
s3_transfer_10006226_216.log	NA20905.m64076_220918_143117.dc.q20.fastq.gz	./manifest_10006226_216.csv	0	36.7MiB/s
s3_transfer_10006226_217.log	HG06807.m64043_211118_185250.dc.q20.fastq.gz	./manifest_10006226_217.csv	0	33.5MiB/s
s3_transfer_10006226_218.log	HG06807.m64043_211120_054831.dc.q20.fastq.gz	./manifest_10006226_218.csv	0	12.4MiB/s
s3_transfer_10006226_219.log	HG06807.m64043_211121_164646.dc.q20.fastq.gz	./manifest_10006226_219.csv	0	12.5MiB/s
s3_transfer_10006226_21.log	HG02886.m64043_200412_040054.dc.q20.fastq.gz	./manifest_10006226_21.csv	0	19.1MiB/s
s3_transfer_10006226_220.log	HG06807.m64043_211222_184851.dc.q20.fastq.gz	./manifest_10006226_220.csv	0	23.4MiB/s
s3_transfer_10006226_221.log	HG00658.m64055e_220304_184221.dc.q20.fastq.gz	./manifest_10006226_221.csv	0	42.3MiB/s
s3_transfer_10006226_222.log	HG00658.m64055e_220403_045718.dc.q20.fastq.gz	./manifest_10006226_222.csv	0	45.0MiB/s
s3_transfer_10006226_223.log	HG00658.m64055e_220504_181614.dc.q20.fastq.gz	./manifest_10006226_223.csv	0	17.4MiB/s
s3_transfer_10006226_224.log	HG00658.m64330e_220225_192221.dc.q20.fastq.gz	./manifest_10006226_224.csv	0	29.1MiB/s
s3_transfer_10006226_225.log	HG00658.m64330e_220512_181140.dc.q20.fastq.gz	./manifest_10006226_225.csv	0	18.0MiB/s
s3_transfer_10006226_226.log	HG00658.m64334e_220429_152228.dc.q20.fastq.gz	./manifest_10006226_226.csv	0	13.1MiB/s
s3_transfer_10006226_227.log	HG01978.m64136_200530_164818.dc.q20.fastq.gz	./manifest_10006226_227.csv	0	29.8MiB/s
s3_transfer_10006226_228.log	HG01978.m64136_200602_153012.dc.q20.fastq.gz	./manifest_10006226_228.csv	0	33.4MiB/s
s3_transfer_10006226_229.log	HG01978.m64136_200603_214308.dc.q20.fastq.gz	./manifest_10006226_229.csv	0	26.0MiB/s
s3_transfer_10006226_22.log	HG02886.m64043_200413_102554.dc.q20.fastq.gz	./manifest_10006226_22.csv	0	22.0MiB/s
s3_transfer_10006226_230.log	HG01978.m64136_200605_040848.dc.q20.fastq.gz	./manifest_10006226_230.csv	0	3.3MiB/s
s3_transfer_10006226_231.log	HG01978.m64136_220520_191100.dc.q20.fastq.gz	./manifest_10006226_231.csv	0	2.5MiB/s
s3_transfer_10006226_232.log	HG01978.m64136_220522_143827.dc.q20.fastq.gz	./manifest_10006226_232.csv	0	2.7MiB/s
s3_transfer_10006226_233.log	HG01081.m54329U_211223_214216.dc.q20.fastq.gz	./manifest_10006226_233.csv	0	25.0MiB/s
s3_transfer_10006226_234.log	HG01081.m54329U_220101_220852.dc.q20.fastq.gz	./manifest_10006226_234.csv	0	1.9MiB/s
s3_transfer_10006226_235.log	HG01081.m54329U_220103_072943.dc.q20.fastq.gz	./manifest_10006226_235.csv	0	2.7MiB/s
s3_transfer_10006226_236.log	HG01099.m64043_210704_052805.dc.q20.fastq.gz	./manifest_10006226_236.csv	0	2.8MiB/s
s3_transfer_10006226_237.log	HG01099.m64043_210705_162656.dc.q20.fastq.gz	./manifest_10006226_237.csv	0	3.1MiB/s
s3_transfer_10006226_238.log	HG01099.m64043_210707_032602.dc.q20.fastq.gz	./manifest_10006226_238.csv	0	3.3MiB/s
s3_transfer_10006226_239.log	HG02698.m64043_210519_013026.dc.q20.fastq.gz	./manifest_10006226_239.csv	0	2.3MiB/s
s3_transfer_10006226_23.log	HG02886.m64043_200414_165107.dc.q20.fastq.gz	./manifest_10006226_23.csv	0	26.8MiB/s
